Unnamed: 0,User,org:resource,concept:name,Cumulative net worth (EUR),time:timestamp,case:Spend area text,case:Company,case:Document Type,case:Sub spend area text,case:Purchasing Document,case:Purch. Doc. Category name,case:Vendor,case:Item Type,case:Item Category,case:Spend classification text,case:Source,case:Name,case:GR-Based Inv. Verif.,case:Item,case:concept:name,case:Goods Receipt
1590122,1590122,user_602,user_602,Create Purchase Order Item,265.0,2018-01-04 11:25:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,200,4507075965_00200,False
1590123,1590123,user_603,user_603,Change Approval for Purchase Order,265.0,2018-01-04 11:36:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,200,4507075965_00200,False
1590124,1590124,NONE,NONE,Vendor creates invoice,265.0,2018-08-22 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,200,4507075965_00200,False
1590125,1590125,user_359,user_359,Record Invoice Receipt,265.0,2018-08-31 13:53:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,200,4507075965_00200,False
1590126,1590126,user_604,user_604,Clear Invoice,265.0,2018-09-05 14:02:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,200,4507075965_00200,False
1590127,1590127,user_602,user_602,Create Purchase Order Item,15349.0,2018-01-04 11:25:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,210,4507075965_00210,False
1590128,1590128,user_603,user_603,Change Approval for Purchase Order,15349.0,2018-01-04 11:36:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,210,4507075965_00210,False
1590129,1590129,NONE,NONE,Vendor creates invoice,15349.0,2018-09-25 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,210,4507075965_00210,False
1590130,1590130,user_359,user_359,Record Invoice Receipt,15349.0,2018-10-02 09:02:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,210,4507075965_00210,False
1590131,1590131,user_602,user_602,Create Purchase Order Item,265.0,2018-01-04 11:25:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,220,4507075965_00220,False
1590132,1590132,user_603,user_603,Change Approval for Purchase Order,265.0,2018-01-04 11:36:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,220,4507075965_00220,False
1590133,1590133,NONE,NONE,Vendor creates invoice,265.0,2018-09-25 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,220,4507075965_00220,False
1590134,1590134,user_359,user_359,Record Invoice Receipt,265.0,2018-10-03 09:39:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,220,4507075965_00220,False
1590135,1590135,user_604,user_604,Clear Invoice,265.0,2018-10-10 15:17:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,220,4507075965_00220,False
1590136,1590136,user_602,user_602,Create Purchase Order Item,15349.0,2018-01-04 11:25:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,230,4507075965_00230,False
1590137,1590137,user_603,user_603,Change Approval for Purchase Order,15349.0,2018-01-04 11:36:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,230,4507075965_00230,False
1590138,1590138,NONE,NONE,Vendor creates invoice,15349.0,2018-11-14 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,230,4507075965_00230,False
1590139,1590139,user_359,user_359,Record Invoice Receipt,15349.0,2018-11-22 10:08:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,230,4507075965_00230,False
1590140,1590140,user_602,user_602,Create Purchase Order Item,265.0,2018-01-04 11:25:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,240,4507075965_00240,False
1590141,1590141,user_603,user_603,Change Approval for Purchase Order,265.0,2018-01-04 11:36:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,240,4507075965_00240,False
1590142,1590142,NONE,NONE,Vendor creates invoice,265.0,2018-11-14 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,240,4507075965_00240,False
1590143,1590143,user_359,user_359,Record Invoice Receipt,265.0,2018-12-10 15:36:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,240,4507075965_00240,False
1590144,1590144,user_604,user_604,Clear Invoice,265.0,2018-12-12 14:19:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,240,4507075965_00240,False
1590145,1590145,NONE,NONE,Vendor creates invoice,1901.0,2017-11-13 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,250,4507075965_00250,False
1590146,1590146,user_603,user_603,Change Approval for Purchase Order,1901.0,2018-01-04 11:36:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,250,4507075965_00250,False
1590147,1590147,user_602,user_602,Create Purchase Order Item,1901.0,2018-01-05 07:57:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,250,4507075965_00250,False
1590148,1590148,user_605,user_605,Record Invoice Receipt,1901.0,2018-01-05 12:34:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,250,4507075965_00250,False
1590149,1590149,user_604,user_604,Clear Invoice,1901.0,2018-01-10 11:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,250,4507075965_00250,False
1590150,1590150,user_603,user_603,Change Approval for Purchase Order,4.0,2018-01-04 11:36:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,260,4507075965_00260,False
1590151,1590151,NONE,NONE,Vendor creates invoice,4.0,2018-11-15 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,260,4507075965_00260,False
1590152,1590152,user_602,user_602,Create Purchase Order Item,4.0,2018-11-26 10:55:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,260,4507075965_00260,False
1590153,1590153,user_359,user_359,Record Invoice Receipt,4.0,2018-11-27 13:12:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,260,4507075965_00260,False
1590154,1590154,user_604,user_604,Clear Invoice,4.0,2018-11-29 08:13:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4507075965,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,260,4507075965_00260,False
1590155,1590155,NONE,NONE,Vendor creates invoice,29229.0,2017-11-23 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,10,4507075966_00010,False
1590156,1590156,user_602,user_602,Create Purchase Order Item,29229.0,2018-01-04 14:48:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,10,4507075966_00010,False
1590157,1590157,user_603,user_603,Change Approval for Purchase Order,29229.0,2018-01-04 14:49:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,10,4507075966_00010,False
1590158,1590158,user_605,user_605,Record Invoice Receipt,29229.0,2018-01-04 16:07:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,10,4507075966_00010,False
1590159,1590159,user_605,user_605,Clear Invoice,29229.0,2018-01-05 13:48:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,10,4507075966_00010,False
1590160,1590160,user_602,user_602,Change Approval for Purchase Order,29229.0,2018-02-26 13:59:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,10,4507075966_00010,False
1590161,1590161,user_603,user_603,Change Approval for Purchase Order,29229.0,2018-02-26 14:54:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,10,4507075966_00010,False
1590162,1590162,user_602,user_602,Change Approval for Purchase Order,29229.0,2018-05-31 07:21:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,10,4507075966_00010,False
1590163,1590163,user_603,user_603,Change Approval for Purchase Order,29229.0,2018-05-31 09:17:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,10,4507075966_00010,False
1590164,1590164,user_602,user_602,Change Approval for Purchase Order,29229.0,2018-09-19 10:54:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,10,4507075966_00010,False
1590165,1590165,user_603,user_603,Change Approval for Purchase Order,29229.0,2018-09-19 12:40:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,10,4507075966_00010,False
1590166,1590166,NONE,NONE,Vendor creates invoice,4261.0,2017-11-23 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,20,4507075966_00020,False
1590167,1590167,user_602,user_602,Create Purchase Order Item,4261.0,2018-01-04 14:48:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,20,4507075966_00020,False
1590168,1590168,user_603,user_603,Change Approval for Purchase Order,4261.0,2018-01-04 14:49:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,20,4507075966_00020,False
1590169,1590169,user_605,user_605,Record Invoice Receipt,4261.0,2018-01-04 16:07:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,20,4507075966_00020,False
1590170,1590170,user_605,user_605,Clear Invoice,4261.0,2018-01-05 13:48:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,20,4507075966_00020,False
1590171,1590171,user_602,user_602,Change Approval for Purchase Order,4261.0,2018-02-26 13:59:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,20,4507075966_00020,False
1590172,1590172,user_603,user_603,Change Approval for Purchase Order,4261.0,2018-02-26 14:54:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,20,4507075966_00020,False
1590173,1590173,user_602,user_602,Change Approval for Purchase Order,4261.0,2018-05-31 07:21:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,20,4507075966_00020,False
1590174,1590174,user_603,user_603,Change Approval for Purchase Order,4261.0,2018-05-31 09:17:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,20,4507075966_00020,False
1590175,1590175,user_602,user_602,Change Approval for Purchase Order,4261.0,2018-09-19 10:54:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,20,4507075966_00020,False
1590176,1590176,user_603,user_603,Change Approval for Purchase Order,4261.0,2018-09-19 12:40:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,20,4507075966_00020,False
1590177,1590177,user_603,user_603,Change Approval for Purchase Order,29229.0,2018-01-04 14:49:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,30,4507075966_00030,False
1590178,1590178,user_602,user_602,Change Approval for Purchase Order,29229.0,2018-02-26 13:59:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,30,4507075966_00030,False
1590179,1590179,user_602,user_602,Create Purchase Order Item,29229.0,2018-02-26 13:59:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,30,4507075966_00030,False
1590180,1590180,user_603,user_603,Change Approval for Purchase Order,29229.0,2018-02-26 14:54:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4507075966,Purchase order,vendorID_1688,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1612,False,30,4507075966_00030,False
